id,straight_distance,network_distance,weekly_pa,sex,age,ses
1767,536,625,315,Female,47,III
1768,193,343,267,Male,35,V
1769,225,652,266,Female,40,I
1770,111,562,295,Female,48,I
1771,630,944,301,Female,44,II
1772,534,773,309,Female,43,III
1773,368,660,213,Male,51,III
1774,282,401,263,Male,62,II
1775,219,430,229,Female,58,III
1776,277,778,289,Female,54,I
1777,99,307,264,Male,46,IV
1778,264,560,243,Male,65,III
1779,346,630,265,Female,49,I
1780,1000,1334,277,Male,50,IV
1781,619,998,272,Male,59,V
1782,165,239,286,Female,63,V
1783,502,731,244,Female,53,IV
1784,354,778,299,Female,45,II
1785,213,421,306,Male,61,II
1786,619,866,314,Female,35,IV
1787,156,327,295,Male,45,V
1788,180,346,294,Male,39,III
1789,183,354,331,Male,52,III
1790,133,618,287,Female,50,II
1791,134,202,289,Female,48,V
1792,336,834,247,Male,41,V
1793,194,194,274,Female,38,III
1794,190,404,282,Male,70,V
1795,311,525,295,Male,34,IV
1796,218,458,319,Male,53,V
1797,91,505,287,Female,50,IV
1798,366,741,264,Male,52,III
1799,80,232,289,Female,57,IV
1800,245,818,253,Male,43,III
1801,729,1222,278,Male,42,I
1802,462,841,332,Male,32,I
1803,772,1367,308,Male,36,III
1804,320,789,335,Male,29,II
1805,176,449,329,Male,64,II
1806,506,583,311,Female,64,II
1807,560,960,299,Male,33,II
1808,441,710,291,Female,50,V
1809,309,602,291,Female,63,V
1810,591,918,235,Female,38,I
1811,101,217,296,Male,65,II
1812,135,460,317,Female,73,IV
1813,200,502,292,Male,45,I
1814,175,511,346,Male,46,IV
1815,193,707,333,Male,34,II
1816,405,952,211,Female,55,I
1817,212,462,357,Female,52,V
1818,1000,1000,334,Male,61,V
1819,270,784,329,Male,51,I
1820,68,438,328,Female,35,IV
1821,124,351,290,Male,54,IV
1822,702,902,237,Female,44,I
1823,238,784,286,Female,54,II
1824,570,871,225,Female,52,V
1825,92,468,311,Male,51,II
1826,93,663,315,Female,49,I
1827,136,662,247,Female,50,V
1828,691,995,223,Male,75,V
1829,330,488,265,Female,64,V
1830,253,740,298,Female,59,I
1831,657,1019,303,Female,52,I
1832,91,489,305,Female,45,IV
1833,229,761,288,Female,52,I
1834,111,532,265,Female,56,V
1835,157,335,304,Female,38,IV
1836,175,579,266,Female,67,III
1837,138,467,253,Male,31,I
1838,438,778,279,Male,43,II
1839,480,1019,290,Female,23,I
1840,429,778,307,Male,47,IV
1841,263,518,289,Female,28,III
1842,254,485,336,Male,37,II
1843,308,666,251,Female,49,IV
1844,488,899,270,Female,46,IV
1845,179,472,302,Male,55,V
1846,135,308,315,Female,45,V
1847,490,905,304,Male,43,V
1848,63,516,314,Male,52,IV
1849,165,439,325,Male,61,IV
1850,236,673,327,Male,45,V
1851,119,424,336,Female,39,V
1852,155,606,363,Male,51,IV
1853,139,335,269,Female,67,II
1854,251,995,275,Female,71,IV
1855,297,331,266,Male,47,III
1856,126,437,338,Male,71,III
1857,390,564,258,Male,27,I
1858,764,1151,268,Female,48,III
1859,100,503,268,Female,40,IV
1860,698,1028,294,Male,45,III
1861,215,420,286,Female,52,II
1862,128,304,320,Male,53,I
1863,343,555,346,Female,43,IV
1864,98,571,303,Female,47,I
1865,421,596,322,Female,55,II
1866,168,408,289,Female,56,III
1867,342,649,377,Male,67,I
1868,264,536,265,Male,38,IV
1869,95,412,266,Male,52,I
1870,219,599,317,Female,59,IV
1871,1000,1466,321,Male,41,V
1872,192,522,288,Male,51,V
1873,740,1140,311,Female,62,IV
1874,157,435,259,Male,45,II
1875,945,1178,246,Male,55,III
1876,169,355,272,Female,56,IV
1877,206,438,239,Female,55,II
1878,217,590,277,Female,45,IV
1879,289,555,255,Female,20,II
1880,131,697,321,Male,32,V
1881,183,665,314,Female,52,V
1882,167,538,263,Male,34,IV
1883,461,461,266,Female,55,I
1884,441,806,258,Male,52,V
1885,447,568,304,Male,48,III
1886,177,242,274,Male,53,III
1887,355,745,261,Female,55,II
1888,139,341,320,Female,57,V
1889,154,580,283,Male,49,IV
1890,1000,1172,250,Female,44,I
1891,726,1009,249,Female,39,I
1892,474,693,279,Male,39,V
1893,353,431,324,Male,55,II
1894,441,715,280,Female,60,IV
1895,155,443,301,Male,47,V
1896,340,864,252,Male,67,V
1897,192,404,319,Female,47,I
1898,417,904,260,Male,68,III
1899,155,231,303,Female,45,III
1900,165,455,263,Male,53,II
1901,485,820,297,Female,52,II
1902,166,455,335,Male,75,II
1903,810,1328,325,Male,64,III
1904,505,673,287,Male,47,III
1905,199,858,305,Female,44,I
1906,552,872,302,Female,30,III
1907,301,378,273,Female,54,III
1908,454,719,302,Female,45,I
1909,425,737,267,Female,30,III
1910,316,643,250,Female,39,V
1911,143,705,301,Male,41,IV
1912,140,562,269,Male,34,IV
1913,369,645,266,Female,35,IV
1914,344,683,322,Male,61,I
1915,764,1122,285,Female,61,IV
1916,212,431,332,Male,81,V
1917,204,639,274,Female,62,IV
1918,154,669,282,Male,38,III
1919,698,997,264,Male,50,V
1920,127,474,311,Male,50,I
1921,225,225,325,Female,64,V
1922,130,543,331,Female,62,IV
1923,217,714,251,Male,53,V
1924,627,871,310,Male,71,I
1925,768,1037,310,Male,64,III
1926,271,900,296,Male,56,II
1927,197,692,282,Female,50,II
1928,482,789,269,Female,74,II
1929,263,715,301,Female,61,II
1930,278,527,264,Female,67,I
1931,216,404,227,Female,50,II
1932,212,301,361,Female,55,I
1933,291,570,302,Female,60,IV
1934,1000,1484,283,Male,38,V
1935,579,925,253,Male,57,III
1936,930,1125,250,Male,40,I
1937,692,1031,272,Female,67,IV
1938,586,817,265,Female,42,II
1939,221,540,267,Female,40,V
1940,291,492,278,Female,35,III
1941,122,260,344,Male,52,II
1942,302,598,279,Female,45,V
1943,468,844,244,Male,52,II
1944,681,983,260,Male,44,II
1945,689,918,256,Female,42,I
1946,202,631,287,Female,54,III
1947,296,793,351,Female,43,II
1948,972,1341,330,Male,51,IV
1949,188,638,266,Male,65,II
1950,442,487,300,Male,36,V
1951,409,616,273,Female,54,IV
1952,204,463,307,Male,52,V
1953,637,1074,308,Male,70,II
1954,424,796,235,Male,19,V
1955,338,799,279,Male,66,II
1956,155,646,298,Male,57,IV
1957,231,599,338,Male,58,V
1958,63,279,281,Female,34,II
1959,148,148,323,Female,38,III
1960,337,516,270,Male,79,V
1961,240,701,314,Female,36,V
1962,417,766,295,Female,70,III
1963,233,514,277,Male,56,III
1964,199,365,298,Female,40,III
1965,1000,1155,279,Male,44,IV
1966,121,323,280,Male,69,I
1967,430,747,288,Female,33,V
1968,541,668,341,Female,42,V
1969,202,551,266,Female,57,III
1970,1000,1083,305,Female,51,II
1971,491,619,316,Female,34,V
1972,439,787,283,Male,62,I
1973,324,796,289,Female,35,III
1974,283,573,311,Female,34,V
1975,216,400,313,Male,34,III
1976,317,500,279,Male,55,V
1977,426,455,292,Male,37,I
1978,414,530,310,Male,58,III
1979,126,277,287,Female,34,I
1980,491,847,295,Female,53,II
1981,546,673,259,Male,62,V
1982,244,711,292,Male,49,V
1983,164,457,257,Male,41,I
1984,316,701,303,Female,64,V
1985,320,778,284,Male,69,II
1986,498,806,311,Male,50,I
1987,257,515,307,Male,42,I
1988,155,304,291,Male,41,I
1989,68,78,279,Male,47,V
1990,310,417,276,Female,46,I
1991,233,455,273,Male,55,III
1992,118,460,308,Male,58,II
1993,394,731,288,Female,64,II
1994,250,528,305,Male,40,V
1995,130,331,306,Male,34,II
1996,684,865,260,Male,41,III
1997,516,516,330,Female,56,II
1998,401,741,282,Female,37,III
1999,55,396,255,Male,18,III
2000,219,389,323,Female,55,V
2001,288,614,337,Female,80,I
2002,102,339,265,Female,63,II
2003,374,823,313,Male,39,V
2004,216,701,294,Female,63,V
2005,191,747,325,Male,56,III
2006,427,439,284,Female,50,I
2007,80,593,299,Female,47,III
2008,449,646,290,Female,46,IV
2009,970,1260,205,Male,35,V
2010,229,795,298,Male,59,III
2011,143,280,295,Female,48,III
2012,210,383,363,Female,47,V
2013,208,647,266,Female,52,III
2014,784,1140,286,Male,48,II
2015,215,562,275,Female,43,IV
2016,201,847,249,Male,58,III
2017,607,709,265,Female,38,V
2018,386,745,329,Female,61,I
2019,270,508,271,Male,42,I
2020,122,581,287,Male,49,I
2021,214,390,306,Male,45,V
2022,135,534,307,Female,33,II
2023,273,552,279,Male,63,III
2024,126,552,317,Female,34,II
2025,335,744,326,Male,38,V
2026,234,471,303,Female,46,II
2027,653,1213,234,Female,67,IV
2028,356,894,275,Female,46,IV
2029,505,894,278,Female,44,V
2030,122,252,337,Female,61,II
2031,195,343,256,Female,39,V
2032,221,593,316,Male,22,I
2033,290,667,272,Male,56,IV
2034,359,583,306,Female,47,IV
2035,397,624,266,Male,52,I
2036,253,547,243,Female,56,V
2037,225,467,315,Male,60,III
2038,145,255,278,Female,62,I
2039,373,819,301,Male,54,II
2040,522,919,322,Male,58,II
2041,148,407,284,Female,41,II
2042,119,509,269,Female,57,II
2043,65,525,299,Female,43,I
2044,142,142,316,Male,56,I
2045,247,673,273,Male,49,IV
2046,100,182,267,Female,58,III
2047,548,548,248,Male,48,IV
2048,272,431,310,Female,51,IV
2049,1000,1725,266,Female,26,V
2050,337,748,295,Male,66,I
2051,112,164,300,Female,30,V
2052,267,416,253,Male,60,V
2053,216,572,296,Female,70,III
2054,92,417,288,Female,49,II
2055,133,392,335,Male,38,I
2056,725,1170,278,Female,42,IV
2057,480,744,299,Female,46,V
2058,647,765,274,Female,48,II
2059,348,561,267,Male,52,II
2060,129,129,259,Female,49,IV
2061,144,219,264,Male,46,II
2062,561,637,324,Female,40,IV
2063,121,446,308,Male,53,V
2064,304,805,305,Female,45,III
2065,116,205,256,Male,55,V
2066,624,805,299,Female,49,II
2067,356,747,317,Female,67,V
2068,165,550,295,Female,45,II
2069,332,613,291,Male,74,V
2070,179,582,304,Male,53,V
2071,432,943,289,Female,39,II
2072,337,337,238,Female,59,I
2073,375,732,311,Male,37,III
2074,861,1261,274,Male,44,V
2075,203,446,281,Female,53,IV
2076,200,688,295,Female,62,I
2077,938,959,264,Female,68,II
2078,377,666,329,Male,43,II
2079,131,554,278,Male,60,I
2080,183,450,326,Male,55,IV
2081,139,312,304,Female,49,III
2082,227,465,333,Female,49,IV
2083,237,568,287,Female,33,I
2084,329,733,287,Female,45,I
2085,236,861,297,Male,56,I
2086,285,726,325,Female,59,III
2087,878,1101,280,Male,56,III
2088,348,517,336,Female,35,I
2089,686,1197,240,Male,62,IV
2090,268,713,278,Female,40,III
2091,253,548,264,Female,54,II
2092,275,477,296,Female,34,IV
2093,41,399,290,Female,42,V
2094,162,543,251,Female,55,III
2095,1000,1249,296,Male,59,V
2096,282,565,334,Female,36,I
2097,350,526,305,Female,67,IV
2098,170,522,334,Female,61,I
2099,198,611,288,Female,28,II
2100,349,529,322,Male,33,III
2101,484,644,354,Female,50,V
2102,88,614,224,Male,27,III
2103,434,574,268,Male,54,II
2104,285,716,248,Male,42,III
2105,221,525,242,Male,37,II
2106,696,1152,259,Female,58,IV
2107,434,694,316,Female,57,IV
2108,175,667,253,Male,57,III
2109,311,732,309,Female,49,IV
2110,262,809,295,Male,45,I
2111,229,380,310,Female,58,IV
2112,441,748,276,Male,55,III
2113,755,948,270,Female,58,V
2114,347,347,384,Male,41,V
2115,477,748,280,Male,45,II
2116,92,308,353,Female,50,IV
2117,336,665,298,Male,71,IV
2118,732,1067,295,Male,58,V
2119,114,279,296,Male,34,IV
2120,53,194,266,Male,25,III
2121,882,1008,289,Male,53,I
2122,102,102,241,Female,41,II
2123,291,836,289,Female,46,II
2124,143,443,325,Female,67,V
2125,204,555,316,Male,49,IV
2126,600,921,253,Male,43,III
2127,180,619,273,Female,40,I
2128,217,549,277,Male,52,II
2129,186,496,247,Female,44,I
2130,212,517,252,Male,39,IV
2131,832,1057,232,Male,41,V
2132,626,990,256,Female,46,III
2133,136,161,315,Female,43,V
2134,190,347,252,Male,36,IV
2135,332,865,280,Female,57,I
2136,558,818,256,Female,62,I
2137,265,657,277,Male,67,III
2138,138,264,346,Male,60,I
2139,245,793,284,Female,71,II
2140,366,703,264,Female,45,III
2141,413,670,285,Female,54,II
2142,140,376,272,Male,40,III
2143,495,898,302,Male,62,III
2144,435,781,282,Female,45,I
2145,160,457,286,Male,43,III
2146,163,739,278,Male,48,V
2147,96,545,276,Male,84,III
2148,454,856,247,Male,69,II
2149,343,460,295,Female,47,I
2150,557,972,283,Male,54,I
2151,830,974,311,Female,48,V
2152,156,256,228,Male,61,V
2153,88,499,315,Male,40,IV
2154,644,930,246,Male,56,III
2155,316,598,291,Male,60,V
2156,303,666,292,Male,55,I
2157,274,607,280,Female,51,III
2158,740,1103,273,Female,33,IV
2159,253,562,352,Male,49,IV
2160,396,682,263,Male,43,III
2161,203,514,293,Female,37,II
2162,202,439,307,Female,28,IV
2163,230,524,313,Male,42,I
2164,650,1114,252,Female,43,I
2165,147,147,275,Male,56,V
2166,147,509,266,Male,39,I
2167,496,876,262,Female,57,II
2168,621,764,335,Female,32,I
2169,301,532,244,Male,51,III
2170,230,489,266,Female,48,V
2171,461,631,339,Female,44,V
2172,421,517,311,Male,45,II
2173,222,293,286,Female,49,I
2174,152,237,280,Female,56,II
2175,276,590,325,Female,33,III
2176,366,796,297,Female,34,III
2177,308,507,296,Male,55,IV
2178,510,707,324,Female,53,II
2179,256,742,313,Male,47,V
2180,197,765,255,Male,41,V
2181,472,903,277,Female,49,III
2182,462,828,297,Female,46,I
2183,279,770,289,Female,37,II
2184,459,824,297,Male,56,V
2185,642,899,276,Male,56,II
2186,861,1113,281,Female,44,IV
2187,375,613,255,Female,39,V
2188,215,505,299,Female,60,V
2189,503,665,296,Female,46,IV
2190,400,885,283,Male,66,III
2191,148,595,258,Male,30,IV
2192,254,468,292,Male,43,IV
2193,306,909,279,Male,44,I
2194,278,677,303,Female,46,V
2195,521,846,260,Male,50,III
2196,307,567,285,Male,58,I
2197,219,611,312,Female,33,V
2198,227,417,293,Female,39,III
2199,600,1039,254,Male,34,II
2200,273,563,340,Female,51,IV
2201,210,585,292,Male,60,II
2202,134,393,315,Female,35,I
2203,582,967,301,Male,35,II
2204,361,574,257,Male,45,IV
2205,562,600,305,Male,47,IV
2206,423,942,283,Male,51,III
2207,230,480,306,Male,62,I
2208,454,739,223,Male,50,III
2209,148,571,288,Male,55,III
2210,115,466,324,Male,47,II
2211,247,637,322,Male,51,IV
2212,1000,1386,271,Male,61,I
2213,140,430,313,Male,46,II
2214,783,886,308,Male,53,IV
2215,105,269,281,Female,60,III
2216,312,729,299,Female,73,III
2217,134,620,269,Female,52,V
2218,427,625,281,Male,49,I
2219,196,506,300,Female,42,II
2220,177,462,308,Female,34,I
2221,217,626,276,Male,53,II
2222,558,924,297,Male,40,III
2223,234,403,278,Male,50,V
2224,192,427,341,Male,50,IV
2225,226,799,343,Male,60,V
2226,994,1325,283,Female,52,V
2227,261,678,285,Female,68,V
2228,118,268,301,Male,70,IV
2229,246,541,298,Female,41,V
2230,134,445,310,Female,44,V
2231,792,792,285,Male,63,II
2232,265,682,287,Male,33,I
2233,239,239,327,Male,38,III
2234,487,795,265,Male,66,III
2235,196,397,331,Male,47,V
2236,497,569,256,Female,42,III
2237,1000,1268,261,Male,55,III
2238,453,752,254,Male,46,III
2239,822,1081,261,Female,42,II
2240,322,630,321,Male,49,V
2241,915,1309,299,Male,52,V
2242,104,404,273,Female,38,III
2243,241,577,301,Male,55,V
2244,212,659,296,Male,54,I
2245,241,288,304,Female,59,II
2246,380,569,298,Female,35,I
2247,245,538,243,Female,48,III
2248,460,1076,208,Female,50,III
2249,590,908,336,Female,47,II
2250,305,747,355,Female,57,I
2251,42,462,282,Male,65,II
2252,246,625,276,Female,38,III
2253,537,827,306,Male,57,III
2254,459,704,280,Female,30,IV
2255,67,564,300,Male,60,V
2256,433,840,290,Female,41,I
2257,145,363,314,Male,42,V
2258,693,1003,281,Female,43,II
2259,351,542,305,Male,42,III
2260,165,430,338,Female,67,IV
2261,174,384,290,Female,49,III
2262,1000,1326,211,Male,62,V
2263,665,852,293,Male,54,IV
2264,1000,1154,279,Male,61,I
2265,166,633,301,Female,61,I
2266,329,728,293,Female,71,III
2267,148,498,323,Female,48,IV
2268,285,820,264,Female,70,I
2269,119,294,290,Male,41,III
2270,325,629,353,Female,61,I
2271,446,548,320,Male,35,III
2272,104,459,339,Female,55,IV
2273,574,1158,239,Male,38,IV
2274,464,895,302,Male,53,IV
2275,185,609,285,Male,62,III
2276,434,729,327,Male,53,V
2277,402,915,300,Male,24,V
2278,176,622,291,Male,51,II
2279,324,582,251,Male,57,IV
2280,500,1014,308,Male,40,V
2281,364,547,306,Female,44,V
2282,118,350,308,Male,60,III
2283,1000,1589,219,Male,46,II
2284,330,648,262,Female,54,III
2285,486,804,288,Male,47,II
2286,433,709,338,Female,33,III
2287,506,1018,262,Male,52,V
2288,18,401,301,Male,71,III
2289,95,373,288,Female,50,IV
2290,628,932,274,Male,61,IV
2291,244,244,267,Female,68,II
2292,70,472,267,Female,33,II
2293,403,770,304,Male,50,I
2294,922,1083,290,Female,67,I
2295,287,593,260,Male,39,III
2296,171,647,251,Male,58,IV
2297,378,776,291,Female,44,IV
2298,200,414,297,Female,45,II
2299,267,599,291,Female,58,III
2300,228,711,296,Male,30,I
2301,643,1120,309,Female,39,IV
2302,693,827,284,Female,49,IV
2303,499,933,288,Male,52,I
2304,362,460,310,Female,48,III
2305,300,634,258,Female,54,II
2306,1000,1253,280,Male,61,II
2307,147,481,313,Female,60,IV
2308,457,1050,308,Female,60,II
2309,348,678,250,Male,44,I
2310,223,413,339,Female,64,I
2311,103,518,271,Female,48,IV
2312,363,811,331,Female,40,III
2313,243,581,278,Male,51,V
2314,136,347,330,Male,55,II
2315,182,497,309,Male,63,V
2316,251,403,246,Male,67,V
2317,446,706,324,Female,58,III
2318,210,521,308,Male,48,I
2319,492,834,274,Male,30,I
2320,164,607,312,Male,48,IV
2321,282,464,255,Female,54,I
2322,340,826,292,Male,36,III
2323,187,414,272,Male,48,I
2324,1000,1266,309,Female,62,I
2325,307,349,273,Female,47,V
2326,174,224,327,Female,32,I
2327,94,527,300,Male,67,III
2328,238,570,284,Male,47,V
2329,289,684,298,Female,41,I
2330,592,1075,255,Male,48,IV
2331,378,657,311,Female,57,III
2332,285,566,316,Male,49,I
2333,202,822,289,Female,58,IV
2334,952,1224,343,Male,54,V
2335,442,798,317,Female,42,I
2336,1000,1234,263,Male,32,IV
2337,323,692,298,Male,61,IV
2338,530,928,265,Male,53,III
2339,505,862,270,Male,46,II
2340,367,721,294,Female,54,III
2341,432,667,313,Male,60,III
2342,189,704,236,Female,38,IV
2343,627,1246,340,Female,43,I
2344,112,417,252,Male,60,I
2345,1000,1139,246,Male,48,III
2346,325,666,310,Female,41,II
2347,53,326,289,Male,31,IV
2348,94,308,281,Female,42,III
2349,1000,1309,284,Female,41,IV
2350,601,800,287,Male,61,III
2351,245,328,301,Male,48,I
2352,169,587,264,Male,39,III
2353,545,562,300,Male,40,III
2354,61,252,357,Female,42,II
2355,198,529,267,Female,60,I
2356,67,295,332,Male,57,III
2357,233,545,231,Female,33,II
2358,337,509,348,Male,42,I
2359,751,1257,245,Female,53,II
2360,598,721,273,Male,42,I
2361,438,826,306,Male,25,III
2362,384,914,302,Female,51,I
2363,655,684,269,Male,55,V
2364,309,822,280,Male,57,I
2365,366,863,265,Male,51,I
2366,505,825,315,Male,46,III
2367,127,430,279,Female,56,IV
2368,369,487,335,Male,47,IV
2369,693,918,277,Female,49,V
2370,249,378,312,Female,34,II
2371,708,862,252,Male,50,V
2372,158,478,300,Female,55,V
2373,153,462,266,Male,41,I
2374,407,791,289,Female,40,I
2375,380,538,294,Male,46,IV
2376,74,382,266,Male,47,I
2377,235,661,340,Male,52,I
2378,434,676,310,Female,40,V
2379,144,435,278,Male,56,III
2380,118,429,291,Male,51,I
2381,318,724,235,Male,59,I
2382,351,562,275,Male,71,I
2383,128,777,304,Male,65,V
2384,101,267,238,Female,58,IV
2385,93,354,272,Female,52,III
2386,181,518,304,Male,50,I
2387,177,813,313,Female,34,IV
2388,465,744,282,Female,47,II
2389,217,667,287,Male,60,I
2390,217,536,354,Female,56,III
2391,46,359,272,Male,51,IV
2392,221,738,303,Male,62,I
2393,407,522,300,Female,24,V
2394,403,968,304,Male,40,II
2395,228,559,247,Female,45,IV
2396,104,407,332,Male,52,IV
2397,348,851,334,Female,35,II
2398,215,556,269,Male,47,III
2399,202,229,278,Female,59,IV
2400,538,849,297,Female,43,V
2401,170,597,322,Female,57,V
2402,467,679,268,Female,44,IV
2403,149,584,305,Male,50,II
2404,193,668,321,Male,49,I
2405,567,777,305,Male,52,V
2406,584,868,367,Female,66,IV
2407,382,500,272,Male,43,II
2408,107,268,276,Female,37,II
2409,316,396,295,Male,41,II
2410,363,702,282,Male,49,V
2411,189,673,312,Female,46,I
2412,188,188,303,Male,43,IV
2413,285,689,280,Female,63,IV
2414,232,559,363,Female,45,IV
2415,643,945,302,Female,37,III
2416,182,662,382,Female,52,II
2417,316,717,286,Female,54,V
2418,283,493,316,Male,36,V
2419,93,665,286,Male,47,III
2420,334,395,330,Male,51,I
2421,187,391,321,Female,60,III
2422,558,667,334,Male,45,V
2423,230,674,294,Male,32,II
2424,444,736,323,Female,31,IV
2425,1000,1397,240,Male,63,III
2426,344,715,334,Male,61,IV
2427,74,478,354,Male,40,I
2428,418,840,285,Female,38,IV
2429,388,878,350,Female,44,V
2430,581,846,308,Female,40,IV
2431,164,482,301,Male,51,II
2432,336,811,301,Male,40,II
2433,440,765,313,Female,37,III
2434,364,563,292,Female,51,IV
2435,195,541,295,Male,58,IV
2436,687,1075,254,Male,45,V
2437,788,811,282,Female,41,I
2438,654,1009,300,Male,60,III
2439,326,619,246,Female,49,I
2440,356,704,316,Female,53,II
2441,454,692,348,Female,51,I
2442,185,455,294,Female,52,V
2443,226,603,254,Male,41,V
2444,291,471,287,Female,52,II
2445,106,487,303,Male,41,V
2446,269,452,299,Male,53,IV
2447,459,734,288,Male,62,II
2448,418,502,280,Female,47,I
2449,147,676,296,Female,55,II
2450,957,1126,294,Female,62,V
2451,360,862,292,Female,64,III
2452,128,474,255,Female,46,I
2453,189,761,290,Male,51,II
2454,181,502,285,Male,35,IV
2455,313,470,291,Female,32,III
2456,305,800,325,Female,45,III
2457,351,632,247,Female,59,I
2458,141,165,288,Female,38,III
2459,152,536,282,Female,40,IV
2460,692,959,317,Male,63,I
2461,1000,1310,300,Female,63,II
2462,330,544,328,Male,42,IV
2463,320,710,333,Male,46,V
2464,409,970,272,Male,48,V
2465,149,479,311,Male,57,III
2466,104,394,293,Male,36,II
2467,809,1024,296,Female,44,I
2468,206,489,251,Male,49,V
2469,294,624,263,Male,48,III
2470,245,632,288,Female,53,II
2471,341,577,302,Male,26,III
2472,190,371,280,Female,49,IV
2473,99,456,309,Female,66,V
2474,425,884,329,Female,63,II
2475,631,1004,246,Male,49,IV
2476,230,644,274,Female,46,II
2477,515,889,302,Male,38,V
2478,942,1416,256,Male,59,IV
2479,316,316,324,Female,48,V
2480,165,414,308,Female,54,III
2481,226,391,334,Female,52,I
2482,143,405,313,Male,47,IV
2483,338,596,316,Male,29,IV
2484,256,581,321,Female,56,V
2485,421,639,313,Male,59,II
2486,442,913,268,Female,59,V
2487,552,693,281,Male,57,IV
2488,226,226,294,Male,53,IV
2489,110,379,255,Female,48,II
2490,165,375,279,Female,55,V
2491,446,884,330,Female,61,IV
2492,239,791,259,Female,62,II
2493,244,534,299,Male,47,IV
2494,104,177,295,Female,50,II
2495,321,650,260,Female,70,I
2496,307,514,291,Male,60,III
2497,408,1103,262,Male,59,IV
2498,215,329,239,Male,45,I
2499,307,385,319,Male,44,II
2500,185,520,292,Male,43,II
2501,714,1048,267,Male,40,V
2502,189,496,331,Female,46,III
2503,428,760,294,Male,48,V
2504,273,504,341,Female,37,I
2505,588,907,309,Male,47,IV
2506,330,522,349,Male,34,III
2507,713,940,269,Male,53,III
2508,118,430,315,Male,53,II
2509,449,786,318,Male,56,III
2510,115,549,246,Male,31,I
2511,399,1003,256,Male,61,V
2512,369,957,303,Female,42,III
2513,261,532,292,Female,33,III
2514,102,453,366,Male,39,II
2515,508,1043,289,Female,54,V
2516,119,390,341,Female,53,I
2517,144,511,295,Female,49,V
2518,264,766,290,Female,32,V
2519,155,590,344,Female,47,III
2520,897,1257,287,Male,47,II
2521,80,331,314,Male,35,III
2522,347,541,317,Female,44,III
2523,91,365,304,Male,53,III
2524,204,307,340,Male,61,III
2525,258,674,298,Male,45,III
2526,233,535,334,Male,47,IV
2527,300,584,308,Female,46,III
2528,189,567,297,Female,48,I
2529,442,856,275,Male,61,IV
2530,415,547,276,Male,42,IV
2531,326,615,294,Female,41,III
2532,133,447,312,Female,52,II
2533,112,194,318,Male,61,IV
2534,279,649,323,Female,51,II
2535,309,410,268,Male,55,I
2536,161,424,290,Female,33,III
2537,393,692,245,Female,46,III
2538,102,393,297,Male,41,V
2539,422,657,341,Male,54,II
2540,317,794,284,Male,42,II
2541,1000,1273,204,Female,74,III
2542,570,844,241,Female,59,I
2543,322,706,295,Male,35,II
2544,222,268,309,Male,29,III
2545,214,369,271,Male,50,V
2546,381,803,258,Male,36,II
2547,235,490,336,Male,60,III
2548,847,1017,299,Female,53,IV
2549,464,874,309,Male,47,II
2550,103,539,283,Female,44,V
2551,209,531,274,Male,39,I
2552,933,1209,311,Male,61,V
2553,634,849,241,Male,58,I
2554,482,713,300,Male,62,IV
2555,48,309,291,Male,39,III
2556,1000,1096,262,Male,59,II
2557,484,780,329,Male,39,II
2558,370,611,321,Male,58,IV
2559,173,345,260,Male,53,V
2560,451,625,291,Female,43,IV
2561,217,375,334,Male,36,IV
2562,470,1033,277,Female,43,III
2563,595,809,293,Male,43,I
2564,218,506,312,Male,26,I
2565,629,1063,290,Female,51,V
2566,272,649,330,Female,48,IV
2567,161,688,276,Female,47,III
2568,609,1074,285,Female,48,III
2569,332,682,266,Female,43,III
2570,321,465,283,Male,61,V
2571,724,1349,275,Female,48,I
2572,95,573,320,Male,36,II
2573,212,243,279,Female,57,III
2574,98,337,326,Male,62,II
2575,674,999,308,Female,33,V
2576,723,895,324,Male,40,III
2577,135,747,253,Female,64,IV
2578,548,721,295,Male,60,II
2579,255,548,342,Male,43,II
2580,299,652,302,Male,79,I
2581,334,690,255,Male,43,IV
2582,247,521,269,Male,38,II
2583,165,493,279,Female,38,III
2584,85,402,312,Male,71,III
2585,125,437,284,Female,53,IV
2586,325,682,252,Female,35,II
2587,760,797,272,Female,72,I
2588,390,595,289,Female,34,V
2589,317,597,262,Male,63,IV
2590,1000,1154,318,Female,52,I
2591,528,1096,252,Female,43,V
2592,155,411,272,Female,42,II
2593,410,634,260,Female,57,V
2594,311,500,358,Male,49,II
2595,80,326,283,Female,32,IV
2596,315,464,304,Male,41,II
2597,552,635,320,Male,53,IV
2598,397,864,268,Female,47,IV
2599,163,400,319,Female,57,III
2600,334,687,294,Female,55,I
2601,546,805,306,Female,72,II
2602,164,600,303,Male,44,V
2603,233,334,343,Female,43,IV
2604,384,689,277,Male,55,III
2605,198,671,289,Female,50,IV
2606,488,777,293,Male,72,V
2607,309,756,252,Male,42,II
2608,1000,1000,272,Female,54,III
2609,267,893,298,Female,52,I
2610,135,432,268,Male,55,IV
2611,195,478,294,Male,43,V
2612,488,911,245,Female,76,V
2613,103,617,225,Female,42,II
2614,463,845,303,Female,48,I
2615,450,512,297,Female,48,I
2616,166,349,318,Male,44,V
2617,356,545,257,Female,48,IV
2618,349,352,283,Female,61,I
2619,1000,1347,229,Male,47,II
2620,335,652,237,Male,49,II
2621,846,1118,251,Female,39,II
